DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231005596,02/09/2023 12:00:00 AM,02/06/2023 12:00:00 AM,2200,10,West Valley,1027,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,36,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,745.0,,,,6900    ENCINO                       AV,,34.1958,-118.5142
211310804,05/26/2021 12:00:00 AM,05/26/2021 12:00:00 AM,535,13,Newton,1313,1,320,"BURGLARY, ATTEMPTED",0329,0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,320.0,,,,1700    GRIFFITH                     AV,,34.027,-118.2525
200116219,08/11/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1417,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1414,0,X,X,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,,,,800 S  FLOWER                       ST,,34.0468,-118.2605
220706370,03/03/2022 12:00:00 AM,02/15/2022 12:00:00 AM,1400,7,Wilshire,734,2,354,THEFT OF IDENTITY,1501,46,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,354.0,,,,5800 W  6TH                          ST,,34.0677,-118.3548
230410863,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,1520,4,Hollenbeck,491,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 2004 0450,35,F,H,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,230.0,,,,1500    RIO VISTA                    AV,,34.0233,-118.2229
201821780,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,2010,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0448 0444 0429 2021,56,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,9400 S  SPRING                       ST,,33.9492,-118.2766
221412601,06/17/2022 12:00:00 AM,06/17/2022 12:00:00 AM,1630,14,Pacific,1414,2,922,CHILD STEALING,0552 0553 1257 1501,0,M,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,922.0,,,,600    INDIANA                      AV,,33.9962,-118.4694
231519565,12/27/2023 12:00:00 AM,12/26/2023 12:00:00 AM,1600,15,N Hollywood,1513,1,330,BURGLARY FROM VEHICLE,1302 0344 1307 1609,97,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,6900    WHITSETT                     AV,,34.196,-118.4053
200608387,03/27/2020 12:00:00 AM,03/26/2020 12:00:00 AM,2015,6,Hollywood,669,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,62,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,5200    FOUNTAIN                     AV,,34.0952,-118.3025
232006406,02/23/2023 12:00:00 AM,02/21/2023 12:00:00 AM,200,20,Olympic,2022,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0342 0344 0385 1822 0327 1309,59,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,300 S  GRAMERCY                     PL,,34.069,-118.3128
221212166,05/20/2022 12:00:00 AM,05/20/2022 12:00:00 AM,2315,12,77th Street,1207,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0603 0913,43,M,H,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,4600    ORCHARD                      AV,,34.0016,-118.289
200409117,05/22/2020 12:00:00 AM,05/20/2020 12:00:00 AM,2330,4,Hollenbeck,416,1,761,BRANDISH WEAPON,0334 0913 1813 2000,25,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,761.0,,,,3200    SIERRA                       ST,,34.0812,-118.2032
221014872,10/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,2155,10,West Valley,1008,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0302 0444,17,F,H,101.0,STREET,207.0,OTHER KNIFE,AO,Adult Other,230.0,,,,6600    HAYVENHURST                  AV,,34.1903,-118.4924
231205134,01/21/2023 12:00:00 AM,01/19/2023 12:00:00 AM,2000,12,77th Street,1263,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1800 W  85TH                         ST,,33.9609,-118.309
210117467,09/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,1800,1,Central,144,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1803 1414,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 S  MAIN                         ST,,34.0478,-118.2484
241408482,04/05/2024 12:00:00 AM,04/05/2024 12:00:00 AM,1300,14,Pacific,1467,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23,M,O,145.0,MAIL BOX,,,IC,Invest Cont,440.0,,,,5900 W  CENTER                       DR,,33.9752,-118.3874
200514437,09/22/2020 12:00:00 AM,09/21/2020 12:00:00 AM,1900,5,Harbor,504,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,1300 W  190TH                        ST,,33.8583,-118.2994
211913375,09/16/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1705,19,Mission,1915,2,354,THEFT OF IDENTITY,0930 0928 0929,42,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14300    SAYRE                        ST,,34.3002,-118.445
231813753,07/21/2023 12:00:00 AM,07/21/2023 12:00:00 AM,347,18,Southeast,1842,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0397,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,200 E  110TH                        ST,,33.9357,-118.2715
230914617,09/27/2023 12:00:00 AM,09/26/2023 12:00:00 AM,400,9,Van Nuys,914,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15000    SHERMAN                      WY,,34.2011,-118.46
211906241,03/03/2021 12:00:00 AM,03/02/2021 12:00:00 AM,630,19,Mission,1974,1,330,BURGLARY FROM VEHICLE,1601 0344,37,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,VAN NUYS,NORDHOFF,34.2354,-118.4502
201106206,02/19/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1400,11,Northeast,1184,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,64,M,H,102.0,SIDEWALK,,,IC,Invest Cont,745.0,,,,1400    ECHO PARK                    AV,,34.0778,-118.2567
211705463,02/07/2021 12:00:00 AM,02/07/2021 12:00:00 AM,30,17,Devonshire,1723,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344,72,F,W,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,10800    DE SOTO                      AV,,34.2667,-118.5886
231517494,11/13/2023 12:00:00 AM,11/11/2023 12:00:00 AM,220,15,N Hollywood,1539,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0448,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5900    WHITNALL                     HY,,34.1783,-118.3641
222011677,06/27/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1730,20,Olympic,2002,2,624,BATTERY - SIMPLE ASSAULT,0533 0400 0416 0508 1817 1501,18,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 N  MANHATTAN                    PL,,34.0816,-118.3102
212106180,03/04/2021 12:00:00 AM,02/26/2021 12:00:00 AM,1010,21,Topanga,2102,1,330,BURGLARY FROM VEHICLE,0344 1607 0329,33,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,8500    FALLBROOK                    AV,,34.2242,-118.6301
232115105,09/20/2023 12:00:00 AM,08/16/2023 12:00:00 AM,1337,21,Topanga,2143,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,35,M,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,343.0,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
221513175,08/06/2022 12:00:00 AM,08/06/2022 12:00:00 AM,1355,15,N Hollywood,1519,2,888,TRESPASSING,2004,27,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888.0,,,,10900    HAMLIN                       ST,,34.1885,-118.3681
220220524,11/21/2022 12:00:00 AM,11/21/2022 12:00:00 AM,350,2,Rampart,204,1,310,BURGLARY,1822 0342 1607 0329 0344,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,3500 W  SUNSET                       BL,,34.0886,-118.2763
230814479,09/14/2023 12:00:00 AM,09/13/2023 12:00:00 AM,2147,8,West LA,838,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 1300 0416 0400 1309 1278,44,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11000    STRATHMORE                   DR,,34.0657,-118.4505
230316782,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,1800,3,Southwest,358,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3500    WATT                         WY,,34.0223,-118.2865
212110540,06/25/2021 12:00:00 AM,06/25/2021 12:00:00 AM,330,21,Topanga,2133,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 2004,55,M,B,702.0,OFFICE BUILDING/OFFICE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7300    MEDICAL CENTER               DR,,34.2035,-118.6294
220218346,10/10/2022 12:00:00 AM,10/10/2022 12:00:00 AM,2130,2,Rampart,249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0334 0432 1402 1218 0416 0445 0913 1817,42,F,W,102.0,SIDEWALK,308.0,STICK,AO,Adult Other,230.0,998.0,,,LUCAS,INGRAHAM,34.0523,-118.2653
210305537,02/01/2021 12:00:00 AM,02/01/2021 12:00:00 AM,740,3,Southwest,316,2,625,OTHER ASSAULT,1822 1278,44,M,H,301.0,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625.0,,,,2200 S  NORMANDIE                    AV,,34.0349,-118.3046
240108129,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1620,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0910 0446 0416,37,M,W,834.0,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241204672,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1015,12,77th Street,1263,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,70,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740.0,,,,2000 W  79TH                         ST,,33.9673,-118.3134
210412110,08/24/2021 12:00:00 AM,08/22/2021 12:00:00 AM,500,4,Hollenbeck,477,1,330,BURGLARY FROM VEHICLE,1300 1302 0344 1307,25,F,H,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,WHITTIER,MOTT                         ST,34.0332,-118.213
201411638,05/27/2020 12:00:00 AM,05/24/2020 12:00:00 AM,1600,14,Pacific,1443,1,330,BURGLARY FROM VEHICLE,0344 1300,55,F,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,330.0,,,,1100    VAN BUREN                    AV,,33.9928,-118.4513
221513951,08/23/2022 12:00:00 AM,08/23/2022 12:00:00 AM,300,15,N Hollywood,1544,1,310,BURGLARY,0344 1309 1607 0216 1414,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,12100    MAGNOLIA                     BL,,34.1649,-118.3965
201410004,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,1000,14,Pacific,1454,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 1218,34,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,4500    GLENCOE                      AV,,33.9849,-118.4351
200208369,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,910,2,Rampart,245,2,940,EXTORTION,0422 0337 0100 1916 0316 1822 0443 0344,59,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940.0,,,,2500 W  4TH                          ST,,34.0642,-118.2771
231811511,06/05/2023 12:00:00 AM,06/04/2023 12:00:00 AM,2200,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10500 S  HOOVER                       ST,,33.9407,-118.287
201501091,11/24/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1,15,N Hollywood,1599,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0931 1402,0,M,O,301.0,GAS STATION,,,AO,Adult Other,440.0,998.0,,,3700    CAHUENGA                     BL,,34.135,-118.3611
200511973,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1500,5,Harbor,525,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,81,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,500    GULF                         AV,,33.7751,-118.2725
240304300,01/07/2024 12:00:00 AM,01/06/2024 12:00:00 AM,2345,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377,23,F,V,114.0,TAXI,,,IC,Invest Cont,440.0,,,,1200 W  30TH                         ST,,34.0275,-118.2891
220607741,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,1250,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0448 2004 1822,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
222105632,02/14/2022 12:00:00 AM,02/14/2022 12:00:00 AM,1905,21,Topanga,2125,2,900,VIOLATION OF COURT ORDER,2038 2000,41,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900.0,,,,7900    TOPANGA CANYON               BL,,34.2142,-118.606
231111704,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,1100,11,Northeast,1162,2,946,OTHER MISCELLANEOUS CRIME,0392,51,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946.0,,,,1200 N  HOOVER                       ST,,34.0935,-118.2846
210414730,11/09/2021 12:00:00 AM,11/09/2021 12:00:00 AM,1800,4,Hollenbeck,457,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,42,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,740.0,,,,2800 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
212017705,12/01/2021 12:00:00 AM,12/01/2021 12:00:00 AM,500,20,Olympic,2054,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0400 0416,33,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,900 S  KINGSLEY                     DR,,34.0518,-118.3031
221517051,10/27/2022 12:00:00 AM,10/24/2022 12:00:00 AM,1700,15,N Hollywood,1503,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,101.0,STREET,,,IC,Invest Cont,740.0,,,,12100    HART                         ST,,34.1976,-118.3965
221313145,06/19/2022 12:00:00 AM,06/19/2022 12:00:00 AM,1,13,Newton,1309,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1814 0400 0416 1222 1243 2007 0413,31,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1900    BAY                          ST,,34.0315,-118.2342
200510613,06/14/2020 12:00:00 AM,06/06/2020 12:00:00 AM,2020,5,Harbor,531,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 2002 0552 0400 0416 1257 0429 0427,11,F,B,505.0,MOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,627.0,,,,1400    PCH HWY,,33.7866,-118.3044
201804427,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2315,18,Southeast,1804,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,87TH                         ST,AVALON                       BL,33.9592,-118.2651
210408214,05/03/2021 12:00:00 AM,05/03/2021 12:00:00 AM,340,4,Hollenbeck,429,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1822 1100 1402,29,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,WINCHESTER,POPLAR,34.0889,-118.1604
201822527,12/18/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1,18,Southeast,1863,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 1822,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 E  119TH                        ST,,33.9247,-118.2652
200710889,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1700,7,Wilshire,729,1,310,BURGLARY,0334 0329 1601,49,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,310.0,,,,100 N  LUCERNE                      BL,,34.073,-118.3248
211009872,07/07/2021 12:00:00 AM,06/07/2021 12:00:00 AM,200,10,West Valley,1045,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,5900    HESPERIA                     AV,,34.178,-118.5262
221311591,05/21/2022 12:00:00 AM,05/21/2022 12:00:00 AM,1230,13,Newton,1342,1,330,BURGLARY FROM VEHICLE,1606 0344 1300 1822,0,M,H,101.0,STREET,,,AO,Adult Other,330.0,,,,3500    MAPLE                        AV,,34.0164,-118.2699
230614416,08/27/2023 12:00:00 AM,08/26/2023 12:00:00 AM,850,6,Hollywood,629,1,310,BURGLARY,1822 0329 1609 0344 0352 0321,35,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5800    TUXEDO                       TR,,34.1139,-118.3154
230511929,08/05/2023 12:00:00 AM,08/05/2023 12:00:00 AM,535,5,Harbor,567,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 W  16TH                         ST,,33.7297,-118.2858
222110302,06/09/2022 12:00:00 AM,06/08/2022 12:00:00 AM,1330,21,Topanga,2113,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,65,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,22600    CANTARA                      ST,,34.2177,-118.6191
200312511,06/10/2020 12:00:00 AM,06/09/2020 12:00:00 AM,1800,3,Southwest,305,1,520,VEHICLE - ATTEMPT STOLEN,0329 1300 1402 1607 1822,31,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,520.0,,,,2500 S  VIEW                         ST,,34.0328,-118.3481
211422412,12/04/2021 12:00:00 AM,12/04/2021 12:00:00 AM,1745,14,Pacific,1441,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0444 1814 2000,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2300    PACIFIC                      AV,,33.9842,-118.4694
230601118,11/11/2023 12:00:00 AM,11/08/2023 12:00:00 AM,500,6,Hollywood,647,1,310,BURGLARY,1402 1822 1607 0344 1501,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,1500    VINE                         ST,,34.098,-118.3266
200105328,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2300,1,Central,132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1251 0448,26,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3RD                          ST,HILL                         ST,34.0518,-118.2493
200404491,01/14/2020 12:00:00 AM,01/11/2020 12:00:00 AM,900,4,Hollenbeck,438,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5200    VALLEY                       BL,,34.0757,-118.1711
240408876,07/18/2024 12:00:00 AM,07/17/2024 12:00:00 AM,1930,4,Hollenbeck,479,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ESPERANZA                    ST,WHITTIER                     BL,34.0256,-118.1961
201506652,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,30,15,N Hollywood,1589,1,210,ROBBERY,0400 0416 0444 1814 0344 2000 0429 0913 0352,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,3600    BARHAM                       BL,,34.1362,-118.342
221505969,02/18/2022 12:00:00 AM,02/17/2022 12:00:00 AM,1430,15,N Hollywood,1535,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,5700    COLFAX                       AV,,34.174,-118.3878
231717556,11/14/2023 12:00:00 AM,11/13/2023 12:00:00 AM,2000,17,Devonshire,1798,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8700    HASKELL                      AV,,34.2283,-118.4764
200117268,08/31/2020 12:00:00 AM,08/30/2020 12:00:00 AM,2000,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822,52,F,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,440.0,,,,600 S  CENTRAL                      AV,,34.0381,-118.2401
230210600,05/14/2023 12:00:00 AM,05/13/2023 12:00:00 AM,2326,2,Rampart,237,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822,37,F,F,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,956.0,,,,200    COLUMBIA                     PL,,34.0603,-118.263
241210773,04/25/2024 12:00:00 AM,04/25/2024 12:00:00 AM,1430,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,440.0,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
212106115,03/02/2021 12:00:00 AM,03/02/2021 12:00:00 AM,1430,21,Topanga,2187,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,65,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,21000    VENTURA                      BL,,34.1667,-118.5908
230406184,03/07/2023 12:00:00 AM,03/01/2023 12:00:00 AM,1700,4,Hollenbeck,409,1,310,BURGLARY,0358 0344,64,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,5500 N  HUNTINGTON DR,,34.0938,-118.1605
241212417,06/07/2024 12:00:00 AM,06/07/2024 12:00:00 AM,830,12,77th Street,1259,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 1609 0329,47,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,7600 S  SAN PEDRO                    ST,,33.9713,-118.2696
200104459,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1940,1,Central,181,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,23,M,B,741.0,STAPLES CENTER *,,,IC,Invest Cont,330.0,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
240118397,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,2200,1,Central,132,2,888,TRESPASSING,0910 1501,0,X,X,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888.0,,,,200 S  HOPE                         ST,,34.0549,-118.2511
231514424,09/05/2023 12:00:00 AM,09/04/2023 12:00:00 AM,1535,15,N Hollywood,1599,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10900    WRIGHTWOOD                   LN,,34.1319,-118.368
210806869,03/11/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1500,8,West LA,836,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344 1822,33,M,A,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,522.0,,,,1800    PROSSER                      AV,,34.0532,-118.4291
231112325,08/11/2023 12:00:00 AM,08/11/2023 12:00:00 AM,2315,11,Northeast,1195,2,888,TRESPASSING,1822,0,X,X,714.0,DODGER STADIUM,,,AA,Adult Arrest,888.0,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
220617047,10/04/2022 12:00:00 AM,10/04/2022 12:00:00 AM,1,6,Hollywood,628,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 0329 0385,37,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,1900    CHEREMOYA                    AV,,34.1052,-118.3205
231311364,05/27/2023 12:00:00 AM,05/27/2023 12:00:00 AM,230,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1400 S  ALAMEDA                      ST,,34.0245,-118.244
222010038,05/18/2022 12:00:00 AM,05/18/2022 12:00:00 AM,445,20,Olympic,2029,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0444 2050 2052 1822 0910,52,M,B,905.0,MTA - RED LINE - WILSHIRE/VERMONT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,WILSHIRE,VERMONT,34.0618,-118.2917
241304478,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1355,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SAN PEDRO,JEFFERSON,34.0153,-118.2653
